eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary
1.9881E+11,1988,10,3,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.9881E+11,1988,10,14,,0,,184,South Korea,4,East Asia,Gwangju,Gwangju,35.159545,126.852601,1,0,,
1.98812E+11,1988,12,24,,0,,101,Japan,4,East Asia,Okinawa,Okinawa,26.334427,127.805583,1,0,,
1.98901E+11,1989,1,10,,0,,101,Japan,4,East Asia,Ishikawa,Ishikawa,36.594682,136.625573,1,0,,
1.98902E+11,1989,2,3,,0,,101,Japan,4,East Asia,Tokyo,Shibuya,35.689125,139.747742,1,0,,
1.98902E+11,1989,2,21,,0,,101,Japan,4,East Asia,Chiba,Narita,35.772163,140.321777,1,0,,
1.98903E+11,1989,3,5,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.98903E+11,1989,3,7,,0,,101,Japan,4,East Asia,Chiba,Narita,35.772163,140.321777,1,0,,
1.98904E+11,1989,4,18,,0,,101,Japan,4,East Asia,Osaka,Osaka,34.693738,135.502165,1,0,,
1.98904E+11,1989,4,24,,0,,44,China,4,East Asia,Zhejiang,Ningbo,29.868336,121.54399,1,0,,
1.98904E+11,1989,4,28,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.98904E+11,1989,4,28,,0,,101,Japan,4,East Asia,Chiba,Narashino,35.680432,140.026526,1,0,,
1.98905E+11,1989,5,30,,0,,184,South Korea,4,East Asia,Gyeonggi,Pyeongtaek,37.089532,127.032699,1,1,,
1.98906E+11,1989,6,26,,0,,44,China,4,East Asia,Shanghai,Shanghai,31.231763,121.484443,1,0,,
1.98908E+11,1989,8,7,,0,,89,Hong Kong,4,East Asia,Hong Kong,"Yau Ma Tei, Kowloon",22.311183,114.169265,1,0,,
1.98909E+11,1989,9,20,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.98911E+11,1989,11,13,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.98911E+11,1989,11,16,,0,,101,Japan,4,East Asia,Chiba,Unknown,35.605057,140.123306,4,0,,
1.98912E+11,1989,12,2,,0,,101,Japan,4,East Asia,Saitama,Omiya,35.906259,139.628634,1,0,,
1.98912E+11,1989,12,2,,0,,101,Japan,4,East Asia,Saitama,Omiya,35.906259,139.628634,1,0,,
1.98912E+11,1989,12,16,,0,,44,China,4,East Asia,Beijing,Beijing,39.905556,116.395833,1,0,,
1.99001E+11,1990,1,7,,0,,101,Japan,4,East Asia,Nara,nara,34.685087,135.805,1,0,,
1.99001E+11,1990,1,8,,0,,101,Japan,4,East Asia,Kyoto,Kyoto,35.011636,135.768029,1,0,,
1.99001E+11,1990,1,8,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99001E+11,1990,1,18,,0,,101,Japan,4,East Asia,Nagasaki,Nagasaki,32.750286,129.877667,1,0,,
1.99001E+11,1990,1,23,,0,,101,Japan,4,East Asia,Tokyo,tokyo,35.689125,139.747742,1,0,,
1.99001E+11,1990,1,23,,0,,101,Japan,4,East Asia,Tokyo,tokyo,35.689125,139.747742,1,0,,
1.99001E+11,1990,1,23,,0,,101,Japan,4,East Asia,Tokyo,tokyo,35.689125,139.747742,1,0,,
1.99001E+11,1990,1,23,,0,,101,Japan,4,East Asia,Tokyo,tokyo,35.689125,139.747742,1,0,,
1.99001E+11,1990,1,23,,0,,101,Japan,4,East Asia,Tokyo,tokyo,35.689125,139.747742,1,0,,
1.99001E+11,1990,1,23,,0,,101,Japan,4,East Asia,Tokyo,tokyo,35.689125,139.747742,1,0,,
1.99001E+11,1990,1,23,,0,,101,Japan,4,East Asia,Tokyo,tokyo,35.689125,139.747742,1,0,,
1.99002E+11,1990,2,11,,0,,101,Japan,4,East Asia,Tokyo,Takasaki,36.321909,139.003294,1,0,,
1.99002E+11,1990,2,27,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99003E+11,1990,3,9,,0,,201,Taiwan,4,East Asia,Taipei,Taipei,25.091075,121.559834,1,0,,
1.99003E+11,1990,3,14,,0,,101,Japan,4,East Asia,Tokyo,tokyo,35.689125,139.747742,1,0,,
1.99003E+11,1990,3,22,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99003E+11,1990,3,22,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99004E+11,1990,4,3,,0,,184,South Korea,4,East Asia,Seoul,Seoul,37.566535,126.977969,1,0,,
1.99004E+11,1990,4,15,,0,,101,Japan,4,East Asia,Kanagawa,Yokohama,35.443708,139.638026,1,0,,
1.99004E+11,1990,4,15,,0,,101,Japan,4,East Asia,Chiba,Narita,35.772163,140.321777,1,0,,
1.99004E+11,1990,4,22,,0,,101,Japan,4,East Asia,Kanagawa,Yokohama,35.443708,139.638026,1,0,,
1.99004E+11,1990,4,25,,0,,101,Japan,4,East Asia,Kanagawa,yokohama,35.443708,139.638026,1,0,,
1.99005E+11,1990,5,2,,0,,101,Japan,4,East Asia,Chiba,Narita,35.772163,140.321777,1,0,,
1.99005E+11,1990,5,11,,0,,184,South Korea,4,East Asia,Seoul,Seoul,37.566535,126.977969,1,0,,
1.99005E+11,1990,5,17,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99005E+11,1990,5,17,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99005E+11,1990,5,17,,0,,101,Japan,4,East Asia,Aichi,nagoya,35.181446,136.906398,1,0,,
1.99005E+11,1990,5,18,,0,,101,Japan,4,East Asia,Saitama,Unknown,35.856999,139.648849,4,0,,
1.99005E+11,1990,5,21,,0,,101,Japan,4,East Asia,Osaka,Osaka,34.693738,135.502165,1,0,,
1.99005E+11,1990,5,26,,0,,184,South Korea,4,East Asia,Seoul,Seoul,37.566535,126.977969,1,0,,
1.99006E+11,1990,6,4,,0,,89,Hong Kong,4,East Asia,Hong Kong,Hong Kong,22.281867,114.161326,1,0,,
1.99007E+11,1990,7,4,,0,,101,Japan,4,East Asia,Saitama,Unknown,35.856999,139.648849,4,0,,
1.99007E+11,1990,7,9,,0,,101,Japan,4,East Asia,Akita,Akita,39.720008,140.102564,1,0,,
1.99007E+11,1990,7,19,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99007E+11,1990,7,31,,0,,101,Japan,4,East Asia,Nara,Nara,34.685087,135.805,1,0,,
1.99007E+11,1990,7,31,,0,,101,Japan,4,East Asia,Nara,Nara,34.685087,135.805,1,0,,
1.99007E+11,1990,7,31,,0,,101,Japan,4,East Asia,Nara,Gose,34.463331,135.74024,1,0,,
1.99007E+11,1990,7,31,,0,,101,Japan,4,East Asia,Nara,Yamatotakada,34.515046,135.736392,1,0,,
1.99007E+11,1990,7,31,,0,,101,Japan,4,East Asia,Nara,Kashihara,34.509448,135.792626,1,0,,
1.99007E+11,1990,7,31,,0,,101,Japan,4,East Asia,Nara,Nara,34.685087,135.805,1,0,,
1.99007E+11,1990,7,31,,0,,101,Japan,4,East Asia,Nara,Nara,34.685087,135.805,1,0,,
1.99007E+11,1990,7,31,,0,,101,Japan,4,East Asia,Nara,Nara,34.685087,135.805,1,0,,
1.99008E+11,1990,8,15,,0,,101,Japan,4,East Asia,Tokyo,Shibuya,35.689125,139.747742,1,0,,
1.99008E+11,1990,8,20,,0,,101,Japan,4,East Asia,Chiba,Urayasu,35.689125,139.747742,1,0,,
1.99008E+11,1990,8,31,,0,,101,Japan,4,East Asia,Hyogo,Itami,34.784306,135.400947,1,0,,
